Luxury,877.7858688286756,200.0024920011034,3,5
Luxury,262.61079803774817,78.05050884518725,4,3
Utility,271.7296994226458,513.9136038326225,52.3769113631942,Somewhat
Utility,672.4254375476569,860.7176059165577,75.35091339891203,Extreme
Utility,37.89276344327337,713.8331674023478,40.91804226414564,Extreme
Luxury,798.1886345106669,191.91880732317384,8,5
Utility,309.2492844373022,477.95751127580553,35.90818756000543,Extreme
Essential,196.46581362483406,502.10222972852307
Essential,328.178624312613,289.53181924264294
Luxury,877.697509140918,293.8093191430809,10,8
Luxury,591.6560346780259,531.432503577895,9,8
Luxury,888.5502419492327,179.32723982364453,7,2
Utility,858.3226162223242,874.0284314942496,74.64204719752514,Extreme
Utility,48.57915111762635,407.90240163513886,51.87808475074027,Extreme
Utility,245.3824949765735,376.60422624239305,32.15452825056021,Somewhat
Luxury,315.7165282243546,696.6141568816288,8,8
Essential,385.7223658943273,438.3711177626307
Luxury,130.65574585763972,161.73304183953127,6,9
Essential,355.8938895389998,610.4640058739325
Essential,506.5238253209385,626.3052975843564
Luxury,401.0167697524326,294.75134228004646,8,6
Essential,265.69070239165126,624.547366947397
Utility,554.0456723738367,864.4040971121626,37.424447254889984,Somewhat
Luxury,605.1806777446578,370.93626722101885,1,3
Essential,724.2518114164402,619.0571591164946
Essential,85.5095429081509,325.37185866371516
Essential,271.67886238227845,848.5992834342239
Utility,47.56981731742266,366.7467919994465,24.87660788750732,Extreme
Luxury,853.2322782411196,83.43239139415483,5,4
Utility,43.98880742106015,201.25026522701427,88.97791624529667,Extreme
Essential,772.762049071595,576.9169459777052
Essential,518.7339129248508,785.8439749182793
Essential,891.4597149523263,277.0548681835601
Essential,613.8865045793755,512.6011263057328
Luxury,804.4127358085234,26.414054563135327,8,10
Essential,862.6218173573907,901.9335019389039
Luxury,210.37418162607364,846.1595090892378,1,9
Utility,438.6656700430395,256.11908593637315,88.76141000835815,Somewhat
Utility,130.63646920276187,278.10397879000834,99.02014823587496,Somewhat
Essential,500.944194998984,741.810827981722
Essential,695.8884275269013,294.9210659363938
Luxury,711.8313449384289,576.2693181410007,1,7
Essential,173.34478069140857,708.819049587173
Luxury,896.3409217900131,277.6463354692405,5,5
Luxury,742.7444096529367,267.8527568903014,5,3
Luxury,690.5446534997197,552.4439222948888,1,1
Utility,183.76546331488763,443.9623898205813,96.67604810378907,Extreme
Utility,545.8360743305631,517.9746557261553,18.116804034374802,Somewhat
Luxury,528.1649263413764,662.2351195391016,2,3
Essential,655.1412472261871,522.4308252377939
Essential,210.99524188252812,357.8459216674942
Essential,18.094733350523075,725.6842325941735
Luxury,779.570599055141,527.7257420429476,1,8
Utility,118.60422546180548,385.84367351465755,89.14763765985893,Extreme
Essential,580.7541235182845,264.77273307043384
Luxury,880.4426388837868,335.17164287841337,7,6
Essential,207.5878216207716,528.0965290269822
Essential,527.6784569360135,391.4630951996701
Utility,747.1287679595472,390.70518677936576,49.95094882991086,Somewhat
Luxury,393.30626354274114,837.0336885702882,7,6
Utility,256.6194513523444,47.16310950535045,42.045474477431824,Somewhat
Luxury,654.085182053448,140.5091063708521,9,6
Luxury,330.04063603043494,596.6681176054838,7,9
Utility,171.58105289051056,163.62784726170526,86.0483719803968,Extreme
Essential,903.7077536227431,407.39634665132775
Utility,494.1253469298563,81.80338720735256,67.58062157860171,Extreme
Luxury,383.0453711633304,865.0092187873647,8,3
Essential,278.2206344447394,625.4430324294752
Essential,353.4577805165566,735.9061184753397
Utility,736.678001653647,566.743975493037,38.78754682479275,Extreme
Essential,714.854334496519,37.4641852036264
Luxury,516.9482082792453,774.257317533276,10,9
Luxury,661.0389047668859,770.93585539043,10,8
Utility,282.38117917642904,188.99622698344982,69.19735325185167,Somewhat
Utility,585.9015166970847,244.80577624149407,3.396002847823232,Somewhat
Luxury,62.41099304270169,215.25390139231493,9,4
Essential,713.2413904755393,790.1037578717734
Luxury,653.8001617027281,252.08517720845362,6,5
Essential,115.24024848419951,633.1401464554087
Utility,898.5138503394568,434.8913612992212,52.37250678502268,Extreme
Essential,102.64421477007964,392.5521592715513
Essential,667.7791924458846,49.73691187468818
Essential,225.1784501505969,484.17756013317506
Essential,402.4134540761679,315.84128339104876
Utility,886.4285147942926,471.56444536830514,79.93429658430533,Extreme
Luxury,694.9684901020504,667.3898238812674,1,10
Luxury,557.2260207860108,33.530907825974765,1,10
Utility,874.1526753635674,541.1431370147361,71.94435956088299,Extreme
Utility,71.48740962532939,371.7441055408661,88.45644001534201,Somewhat
Luxury,536.8909818524241,463.83578535552346,3,10
Utility,179.8107202369793,402.48729657368045,56.998754714772616,Extreme
Utility,648.3876828602396,586.4012013136672,92.61793087935759,Somewhat
Utility,745.9152517936088,714.3451603359399,36.478355928107234,Somewhat
Essential,648.7504757574534,170.20284445278406
Luxury,311.9841919568742,356.18589296953576,2,2
Essential,616.3795476038475,139.42650525589718
Utility,255.3806693986693,197.38204215048967,11.43209298649518,Extreme
Utility,460.208322834214,829.9318845084225,62.64107790164765,Somewhat
Luxury,180.4636700275268,444.77611295087,2,4
Luxury,853.1214003295211,155.53206161502655,8,4
Luxury,376.6676446031346,650.3791166728229,7,1
Utility,80.90208732518126,135.40989852386065,26.63431133308336,Somewhat
Utility,566.9325891209568,642.3007156911291,77.46089912364442,Extreme
Essential,528.4596943867278,238.06032069930137
Utility,519.6865935443045,485.10579030026634,51.88905983643368,Somewhat
Essential,538.0016041534132,119.12672348566815
Essential,784.2214091759861,250.57339911310046
Utility,187.8278317446137,166.11503726284548,61.14059444757459,Somewhat
